Expenditure_Date,Payee_Name,Payee_State,Payee_Type,Amount,CF_ID,Committee_Name,Expense_Category,Expense_Purpose,Filing_Period
6/10/2013,DOVER DOWNS,DE,Business/Group/Organization,250,1001316,FRIENDS OF LARRY MITCHELL,Media,Book/Brochure Advertising,2013 Annual
5/30/2013,Leg. Aid,DE,Business/Group/Organization,330,1001316,FRIENDS OF LARRY MITCHELL,Postage,Postage ,2013 Annual
7/11/2013,AFL-CIO,DE,Business/Group/Organization,200,1001316,FRIENDS OF LARRY MITCHELL,Media,Book/Brochure Advertising,2013 Annual
7/11/2013,FOP National,DE,Business/Group/Organization,200,1001316,FRIENDS OF LARRY MITCHELL,Contributions,Contribution to Committee,2013 Annual
8/23/2013,FOP National,DE,Business/Group/Organization,500,1001316,FRIENDS OF LARRY MITCHELL,Fund Raiser,Fundraiser - Entertainment,2013 Annual
9/10/2013,FOP National,DE,Business/Group/Organization,490,1001316,FRIENDS OF LARRY MITCHELL,Media,Media - Newspaper,2013 Annual
9/10/2013,FOP National,DE,Business/Group/Organization,600,1001316,FRIENDS OF LARRY MITCHELL,Postage,Postage ,2013 Annual
11/12/2013,PAL OF DEL,DE,Business/Group/Organization,250,1001316,FRIENDS OF LARRY MITCHELL,Fund Raiser,Fundraiser -General Expenses,2013 Annual
1/11/2013,Delmarva Digital,DE,Business/Group/Organization,111,1002741,Richardson for State Senate,Media,Media - Website Development,2013 Annual
5/20/2013,Delmarva Digital,DE,Business/Group/Organization,111,1002741,Richardson for State Senate,Media,Media - Website Development,2013 Annual
8/9/2013,Delmarva Digital,DE,Business/Group/Organization,111,1002741,Richardson for State Senate,Media,Media - Website Development,2013 Annual
12/13/2013,Delmarva Digital,DE,Business/Group/Organization,111,1002741,Richardson for State Senate,Media,Media - Website Development,2013 Annual
3/18/2013,Friends for Greg Fuller,DE,Candidate Committee,100,1002796,Friends of Beth,Contributions,Contribution to Committee,2013 Annual
3/28/2013,FUND FOR WOMEN,DE,Non-Profit Organization,50,1002796,Friends of Beth,Contributions,For Close Out Only-Charitable Donation,2013 Annual
4/4/2013,MARIE MAYOR,DE,Non-Profit Organization,125,1002796,Friends of Beth,Contributions,For Close Out Only-Charitable Donation,2013 Annual
7/8/2013,DELAWARE EQUALITY,DE,Non-Profit Organization,50,1002796,Friends of Beth,Contributions,For Close Out Only-Charitable Donation,2013 Annual
7/19/2013,SUSSEX COUNTY DEM PARTY,DE,Non-Profit Organization,225,1002796,Friends of Beth,Contributions,For Close Out Only-Charitable Donation,2013 Annual
3/6/2013,"Citizen""s Bank",DE,Business/Group/Organization,43.98,2002629,Strengthening Our Communities,Other Expenses,Bank Charges,2013 Annual
1/2/2013,UAW  Local #1183,DE,Business/Group/Organization,312.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
2/4/2013,UAW  Local #1183,DE,Business/Group/Organization,312.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
3/4/2013,UAW  Local #1183,DE,Business/Group/Organization,312.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
4/1/2013,UAW  Local #1183,DE,Business/Group/Organization,312.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
1/9/2013,Kent County Republican Committee,DE,Dem or Rep National Sub-Committees,600,3000710,33rd Republican District Committee,Contributions,Contribution to Committee,2013 Annual
11/14/2013,Kent County Republican Committee,DE,Political Committee,100,3000710,33rd Republican District Committee,Contributions,Contribution to Committee,2013 Annual
4/1/2013,UAW  Local #1183,DE,Business/Group/Organization,287.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
6/2/2013,UAW  Local #1183,DE,Business/Group/Organization,287.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
7/2/2013,UAW  Local #1183,DE,Business/Group/Organization,287.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
8/1/2013,UAW  Local #1183,DE,Business/Group/Organization,287.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
9/3/2013,UAW  Local #1183,DE,Business/Group/Organization,287.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
10/1/2013,UAW  Local #1183,DE,Business/Group/Organization,287.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
11/4/2013,UAW  Local #1183,DE,Business/Group/Organization,287.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
12/1/2013,UAW  Local #1183,DE,Business/Group/Organization,287.5,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
12/29/2013,UAW  Local #1183,DE,Business/Group/Organization,25,2000485,Delaware State Cope AFL-CIO,Rent and Other Office expenses,Office Rent,2013 Annual
2/5/2013,Kevin ONeill ,DE,Individual,429.51,2002558,IFAPAC Delaware,Other Expenses,Meeting Expenses ,2013 Annual
2/25/2013,Dennis Drake ,DE,Individual,546.91,2002558,IFAPAC Delaware,Other Expenses,Meeting Expenses ,2013 Annual
3/27/2013,NAIFA Delaware,DE,Business/Group/Organization,250,2002558,IFAPAC Delaware,Other Expenses,Meeting Expenses ,2013 Annual
10/9/2013,ARENAS,DE,Business/Group/Organization,39.47,1002796,Friends of Beth,Other Expenses,Meeting Expenses ,2013 Annual
1/11/2013,Sher Valenzuela,DE,Business/Group/Organization,5000,1002585,Sher Valenzuela 4 Delaware,Non-Candidate Loan Payment,,2013 Annual
1/15/2013,AT&T Mobility,GA,Business/Group/Organization,275.86,1002585,Sher Valenzuela 4 Delaware,Rent and Other Office expenses,Utilities - Phone / Cell Phone ,2013 Annual
1/15/2013,Veronica Sandoval,DE,Business/Group/Organization,21.94,1002585,Sher Valenzuela 4 Delaware,Printing and Campaign Materials ,Printing - Copies,2013 Annual
1/22/2013,Fraizer's Dining Room,DE,Business/Group/Organization,400,1000078,Friends Of Stephanie T. Bolden,Fund Raiser,Fundraiser - Food & Beverage,2013 Annual
1/27/2013,Channel 28,DE,Business/Group/Organization,1200,1000078,Friends Of Stephanie T. Bolden,Media,Media - TV,2013 Annual
4/14/2013,Staples,DE,Business/Group/Organization,250,1000078,Friends Of Stephanie T. Bolden,Purchase of Equipment,IT - Campaign Computer Equip,2013 Annual
1/27/2013,Domain Registry of America,NY,Business/Group/Organization,120,1000078,Friends Of Stephanie T. Bolden,Other Expenses,Media - Online Advertising,2013 Annual
1/27/2013,United States Postal Service,DE,Business/Group/Organization,240,1000078,Friends Of Stephanie T. Bolden,Postage,Mailing Service,2013 Annual
8/16/2013,Timothys of Delaware,DE,Business/Group/Organization,200,1000078,Friends Of Stephanie T. Bolden,Fund Raiser,Fundraiser - Food & Beverage,2013 Annual
7/1/2013,Vista Print,CA,Business/Group/Organization,189.5,1000078,Friends Of Stephanie T. Bolden,Printing and Campaign Materials ,Printing - Brochures,2013 Annual
3/1/2013,NGP VAN  Inc,MA,Business/Group/Organization,150,1000078,Friends Of Stephanie T. Bolden,Media,Survey/Polls,2013 Annual
3/10/2013,,,Total of Expenditures not exceeding $100,124,1000078,Friends Of Stephanie T. Bolden,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2013 Annual
3/22/2013,,,Reimburse,60,1001786,Friends of Mike Brown,Postage,Postage ,2013 Annual
3/22/2013,Kathy Bunn ,FL,Individual,350,2002932,Liberty PAC,Media,Media - Graphic Design,2013 Annual
2/6/2013,Greater Georgetown Chamber of Commerce,DE,Business/Group/Organization,235,1001818,Friends to elect Sam Wilson,Other Expenses,Meeting Expenses ,2013 Annual
3/27/2013,Sussex County Republican Party,DE,Business/Group/Organization,25,1001818,Friends to elect Sam Wilson,Fund Raiser,Fundraiser -General Expenses,2013 Annual
11/18/2013,National Pen Company,MI,Business/Group/Organization,52.52,1001818,Friends to elect Sam Wilson,Printing and Campaign Materials ,Printing Give away items (buttons bumper stickers t-shirts),2013 Annual
12/28/2013,National Pen Company,MI,Business/Group/Organization,135.4,1001818,Friends to elect Sam Wilson,Printing and Campaign Materials ,Printing Give away items (buttons bumper stickers t-shirts),2013 Annual
1/22/2013,James Picconi,DE,Business/Group/Organization,150,1001818,Friends to elect Sam Wilson,Salaries and Other compensation,Professional - Accounting,2013 Annual
11/22/2013,Kennedy Printing,PA,Business/Group/Organization,15436.67,2002975,I Like Polly's Plan,Printing and Campaign Materials ,Media - Billboards / Outdoor Advertising,2013 Annual
11/25/2013,Delaware Jobs Now! Fund,DE,Business/Group/Organization,26563.33,2002975,I Like Polly's Plan,Media,Billboards / Outdoor Advertising,2013 Annual
11/17/2013,DELAWARE DEMOCRATIC PARTY,DE,Business/Group/Organization,250,1002692,Friends of Shirley Price,Other Expenses,Other,2013 Annual
12/31/2013,Kevin F. Kelley  Sr  1401 Banning St. wilm.  DE 19805,DE,Business/Group/Organization,0,1000081,Committee To Elect Kelley,Non-Candidate Loan Payment,,2013 Annual
12/4/2013,,,Total of Expenditures not exceeding $100,84,1001815,Friends to Elect Michael Wyatt,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2013 Annual
1/23/2013,Basin Rd Storage,DE,Business/Group/Organization,237,1000019,Connor For State Senate,Other Expenses,Other,2013 Annual
6/28/2013,Annabellas,DE,Business/Group/Organization,192,3000645,20th Representative District Democratic Committee,Fund Raiser,Fundraiser - Food & Beverage,2013 Annual
6/28/2013,Annabellas,DE,Business/Group/Organization,192,3000645,20th Representative District Democratic Committee,Fund Raiser,Fundraiser - Entertainment,2013 Annual
7/31/2013,irish eyes,DE,Business/Group/Organization,110,3000645,20th Representative District Democratic Committee,Fund Raiser,Fundraiser - Entertainment,2013 Annual
10/18/2013,Irish Eyes,DE,Business/Group/Organization,180,3000645,20th Representative District Democratic Committee,Fund Raiser,Fundraiser - Entertainment,2013 Annual
4/8/2013,Basin Rd Storage,DE,Business/Group/Organization,237,1000019,Connor For State Senate,Other Expenses,Other,2013 Annual
8/1/2013,Basin Rd Storage,DE,Business/Group/Organization,262,1000019,Connor For State Senate,Other Expenses,Other,2013 Annual
10/2/2013,Basin Road Self Storage # 445,DE,Business/Group/Organization,237,1000019,Connor For State Senate,Other Expenses,Other,2013 Annual
12/20/2013,,,Total of Expenditures not exceeding $100,12.15,1000019,Connor For State Senate,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2013 Annual
4/29/2013,Committee To Re-Elect Mulrooney,DE,Candidate Committee,300,3000644,18th Representative District Democratic Committee,Media,Billboards / Outdoor Advertising,2013 Annual
5/28/2013,Mid Atlantic Brokers,DE,Business/Group/Organization,587.54,2002558,IFAPAC Delaware,Other Expenses,Meeting Expenses ,2013 Annual
5/7/2013,Courtyard newark University of Delaware,DE,Business/Group/Organization,1552.8,2002558,IFAPAC Delaware,Other Expenses,Meeting Expenses ,2013 Annual
5/29/2013,Committee to Elect Paul Baumbach,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Committee to Elect Andria Bennett,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Committee to Elect Bethany Hall-Long,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,The Committee to Elect Brian Bushweller,DE,Candidate Committee,300,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Committee to Elect Bryon Short,DE,Candidate Committee,300,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Citizens For Cathy Cloutier,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,People for Paradee,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Citizens For Colin Bonini,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Friends to Elect Danny Short,DE,Candidate Committee,300,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Sokola For Senate,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Committee To ReElect  Dave McBride,DE,Candidate Committee,100,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Hudson Campaign Committee,DE,Candidate Committee,300,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Citizens for Williams,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Friends to elect Gary Simpson,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
5/29/2013,Citizens For Lavelle,DE,Candidate Committee,200,2002558,IFAPAC Delaware,Contributions,Contribution to Committee,2013 Annual
2/1/2013,H. P. Layton,DE,Business/Group/Organization,525,3000634,Sussex County Republican Committee,Rent and Other Office expenses,Office Rent,2013 Annual
2/1/2013,Lasertone Business Systems,DE,Business/Group/Organization,18.45,3000634,Sussex County Republican Committee,Rent and Other Office expenses,Office Supplies,2013 Annual
2/20/2013,Marlin Leasing,PA,Business/Group/Organization,60.19,3000634,Sussex County Republican Committee,Printing and Campaign Materials ,Printing - Copies,2013 Annual
2/1/2013,Salvatore Zisa,DE,Business/Group/Organization,100,3000634,Sussex County Republican Committee,Media,Media - Website Development,2013 Annual
2/1/2013,Verizon,NY,Business/Group/Organization,128.35,3000634,Sussex County Republican Committee,Media,Media - Phones / Robo calls,2013 Annual
1/3/2013,Cheer  Inc,DE,Business/Group/Organization,165,3000634,Sussex County Republican Committee,Other Expenses,Meeting Expenses ,2013 Annual
1/14/2013,Cheer  Inc.,DE,Business/Group/Organization,165,3000634,Sussex County Republican Committee,Other Expenses,Meeting Expenses ,2013 Annual
1/3/2013,H. P. Layton,DE,Business/Group/Organization,525,3000634,Sussex County Republican Committee,Rent and Other Office expenses,Office Rent,2013 Annual
1/2/2013,Givens Flowers,DE,Business/Group/Organization,75,3000634,Sussex County Republican Committee,Other Expenses,Other,2013 Annual
1/8/2013,Delmarva Power,PA,Business/Group/Organization,145.23,3000634,Sussex County Republican Committee,Rent and Other Office expenses,Utilities - Electrical ,2013 Annual
1/8/2013,M & T Bank,DE,Business/Group/Organization,76.75,3000634,Sussex County Republican Committee,Other Expenses,Other,2013 Annual
1/9/2013,Salvatore Zisa,DE,Business/Group/Organization,100,3000634,Sussex County Republican Committee,Media,Media - Website Development,2013 Annual
1/10/2013,Verizon,NY,Business/Group/Organization,176.93,3000634,Sussex County Republican Committee,Media,Media - Phones / Robo calls,2013 Annual
4/18/2013,Tim Dukes for State Representative,DE,Candidate Committee,300,2000507,Non Partisan Citizens For Business Expansion,Contributions,Contribution to Committee,2013 Annual
4/18/2013,Outtens Campaign,DE,Candidate Committee,300,2000507,Non Partisan Citizens For Business Expansion,Contributions,Contribution to Committee,2013 Annual
4/23/2013,Committee to Elect Kowalko,DE,Candidate Committee,300,2000507,Non Partisan Citizens For Business Expansion,Contributions,Contribution to Committee,2013 Annual
4/23/2013,Citizens For Don Blakey,DE,Candidate Committee,300,2000507,Non Partisan Citizens For Business Expansion,Contributions,Contribution to Committee,2013 Annual
4/23/2013,Friends of Steve Smyk,DE,Candidate Committee,300,2000507,Non Partisan Citizens For Business Expansion,Contributions,Contribution to Committee,2013 Annual
4/23/2013,Friends for Brian Pettyjohn,DE,Candidate Committee,300,2000507,Non Partisan Citizens For Business Expansion,Contributions,Contribution to Committee,2013 Annual
1/17/2013,Comcast,PA,Business/Group/Organization,24.47,3000634,Sussex County Republican Committee,Media,Media - TV,2013 Annual
1/24/2013,Marlin Leasing,PA,Business/Group/Organization,60.19,3000634,Sussex County Republican Committee,Printing and Campaign Materials ,Printing - Copies,2013 Annual
1/29/2013,Delaware.Net Inc.,DE,Business/Group/Organization,100,3000634,Sussex County Republican Committee,Media,Media - Website Development,2013 Annual
7/31/2013,,,Reimburse,100,1002735,Committee to Elect Paul Baumbach,Contributions,Transfer to Other Registered political Committees,2013 Annual
7/31/2013,,,Reimburse,42,1002735,Committee to Elect Paul Baumbach,Media,Book/Brochure Advertising,2013 Annual
7/31/2013,,,Reimburse,25,1002735,Committee to Elect Paul Baumbach,Media,Book/Brochure Advertising,2013 Annual
1/10/2013,Jayson Abel,DE,Business/Group/Organization,1600,1001573,Markell for Delaware,Salaries and Other compensation,Wages - Campaign Staff,2013 Annual
8/12/2013,Cheer  Inc.,DE,Business/Group/Organization,465,3000634,Sussex County Republican Committee,Other Expenses,Meeting Expenses ,2013 Annual
6/26/2013,Delmarva Power,PA,Business/Group/Organization,54.49,3000634,Sussex County Republican Committee,Rent and Other Office expenses,Utilities - Electrical ,2013 Annual
5/6/2013,Linda Creasy ,DE,Individual,50.22,3000634,Sussex County Republican Committee,Other Expenses,Other,2013 Annual
3/25/2013,,,Total of Expenditures not exceeding $100,52.26,1001340,Friends to Elect Danny Short,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2013 Annual
7/30/2013,Laurel Lions Club,DE,Business/Group/Organization,105,1002690,Tim Dukes for State Representative,Media,Book/Brochure Advertising,2013 Annual
1/4/2013,Laurel Star,DE,Business/Group/Organization,69,1002690,Tim Dukes for State Representative,Media,Media - Newspaper,2013 Annual
2/14/2013,The Print Shack,DE,Business/Group/Organization,607.42,1002690,Tim Dukes for State Representative,Media,Book/Brochure Advertising,2013 Annual
6/12/2013,Sportz Tees,DE,Business/Group/Organization,369,1002690,Tim Dukes for State Representative,Media,Media - Graphic Design,2013 Annual
10/1/2013,Web site services,DE,Business/Group/Organization,279.95,1002970,Amy Roe for Mayor,In-Kind,Data Conversion,2012 Annual
9/16/2013,The Twelve Seven Group,DE,Business/Group/Organization,303,1002962,Committee to Elect Rebecca Powers,In-Kind,Data Conversion,2012 Annual
10/4/2013,CAFFE' GELATO,DE,Business/Group/Organization,568,1002969,Polly Sierer For Newark,In-Kind,Data Conversion,2012 Annual
11/3/2013,David McCorquodale,DE,Business/Group/Organization,41.48,1002970,Amy Roe for Mayor,In-Kind,Data Conversion,2012 Annual
11/1/2013,CLUB PHRED BAND,DE,Business/Group/Organization,600,1002969,Polly Sierer For Newark,In-Kind,Data Conversion,2012 Annual
1/7/2013,Verizon,NY,Business/Group/Organization,104.96,3000671,Sussex County Democratic Executive Committee,Rent and Other Office expenses,Utilities - Phone / Cell Phone ,2013 Annual
1/7/2013,Delmarva Power,PA,Business/Group/Organization,245.72,3000671,Sussex County Democratic Executive Committee,Rent and Other Office expenses,Utilities - Phone / Cell Phone ,2013 Annual
1/10/2013,Cheer Center,DE,Business/Group/Organization,600,3000671,Sussex County Democratic Executive Committee,Fund Raiser,Fundraiser - Hall Rental,2013 Annual
1/29/2013,Delmarva Power,PA,Business/Group/Organization,276.19,3000671,Sussex County Democratic Executive Committee,Rent and Other Office expenses,Utilities - Electrical ,2013 Annual
1/29/2013,Town of Georgetown - Water,DE,Business/Group/Organization,121.77,3000671,Sussex County Democratic Executive Committee,Rent and Other Office expenses,Office - Campaign Office Maintenance,2013 Annual
1/29/2013,New Century Club,DE,Business/Group/Organization,500,3000671,Sussex County Democratic Executive Committee,Rent and Other Office expenses,Office Rent,2013 Annual
1/31/2013,,,Reimburse,15,2000540,Genesis Healthcare Corporation State PAC AKA:Genesis Health Ventures State PAC,Other Expenses,Bank Charges,2013 Annual
1/10/2013,Verizon Wireless,DE,Business/Group/Organization,51.29,1000020,Committee To ReElect  Dave McBride,Rent and Other Office expenses,Utilities - Phone / Cell Phone ,2013 Annual
2/10/2013,Verizon Wireless,DE,Business/Group/Organization,51.22,1000020,Committee To ReElect  Dave McBride,Rent and Other Office expenses,Utilities - Phone / Cell Phone ,2013 Annual
