Expenditure_Date,Payee_Name,Payee_State,Payee_Type,Amount,CF_ID,Committee_Name,Expense_Category,Expense_Purpose,Filing_Period
4/24/2015,Committee to Elect Bethany Hall-Long,DE,Candidate Committee,300,2000491,Optometry Eye PAC,Contributions,Contribution to Committee,2015 Annual
11/12/2015,Friends for Debra Heffernan,DE,Candidate Committee,300,2000491,Optometry Eye PAC,Contributions,Contribution to Committee,2015 Annual
12/3/2015,Potter for State Representative,DE,Candidate Committee,300,2000491,Optometry Eye PAC,Contributions,Contribution to Committee,2015 Annual
12/3/2015,Friends for John Carney,DE,Candidate Committee,1200,2000491,Optometry Eye PAC,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Citizens For Cathy Cloutier,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Committee to Elect Bethany Hall-Long,DE,Candidate Committee,150,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Townsend for Delaware Senate,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends of Nicole Poore,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Citizens For Colin Bonini,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
4/1/2015,Friends of Sean Matthews,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,People For McDowell,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
4/29/2015,Democratic State Committee,DE,Political Committee,500,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
5/28/2015,Democratic Legislative Campaign Committee,DE,Political Action Committee,125,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
6/11/2015,BlueGoldPAC,DE,Political Action Committee,125,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
6/15/2015,Citizens For Cathy Cloutier,DE,Candidate Committee,250,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
8/3/2015,Friends OShaughnessy-Coleman  LLC,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
10/15/2015,The Committee to Elect David Tackett,DE,Candidate Committee,200,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
10/30/2015,Committee to Elect Patricia Blevins,DE,Candidate Committee,200,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
10/30/2015,Committee to Elect Bethany Hall-Long,DE,Candidate Committee,200,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
12/2/2015,Friends for Ruth Briggs King,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
12/11/2015,Friends for John Carney,DE,Candidate Committee,250,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Karl Richeson Photography Inc,DE,Business/Group/Organization,290,2000497,Hammers & Nails Club,Fund Raiser,Fundraiser -General Expenses,2015 Annual
8/31/2015,,,Total of Expenditures not exceeding $100,3,2000497,Hammers & Nails Club,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
9/30/2015,,,Total of Expenditures not exceeding $100,3,2000497,Hammers & Nails Club,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
10/31/2015,,,Total of Expenditures not exceeding $100,3,2000497,Hammers & Nails Club,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
11/30/2015,,,Total of Expenditures not exceeding $100,3,2000497,Hammers & Nails Club,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
12/31/2015,,,Total of Expenditures not exceeding $100,3,2000497,Hammers & Nails Club,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
3/31/2015,Charles Potter  Jr for State Senate 1st district,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends Of Stephanie T. Bolden,DE,Candidate Committee,150,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends of Melanie George,DE,Candidate Committee,150,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Committee to Elect Bryon Short,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends of Kevin Hensley,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends for Jeff Spiegelman,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends for Pete Schwartzkopf,DE,Candidate Committee,200,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends of Steve Smyk,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends for Mike Ramone,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Committee to Elect Paul Baumbach,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Committee To Elect John Viola,DE,Candidate Committee,200,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Committee to Elect Dave Wilson,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends of Ron Gray,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Friends of Rich Collins,DE,Candidate Committee,100,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
3/31/2015,Citizens For Lavelle,DE,Candidate Committee,200,2000497,Hammers & Nails Club,Contributions,Contribution to Committee,2015 Annual
5/11/2015,State Of Delaware,DE,Business/Group/Organization,300,3000712,Colonial Region Republican Committee,Other Expenses,Other,2015 Annual
4/20/2015,Rob Stout ,DE,Individual,150,3000712,Colonial Region Republican Committee,Other Expenses,Other,2015 Annual
11/30/2015,,,Total of Expenditures not exceeding $100,153.78,3000712,Colonial Region Republican Committee,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
3/31/2015,New Castle Weekly,DE,Business/Group/Organization,143.1,1003449,Ratchford for New Castle,Media,Media - Newspaper,2015 8 Day Other
3/30/2015,USPS,DE,Business/Group/Organization,1.19,1003449,Ratchford for New Castle,Postage,Postage ,2015 8 Day Other
3/27/2015,Print N Press,DE,Business/Group/Organization,574,1003449,Ratchford for New Castle,Printing and Campaign Materials ,Printing - Brochures,2015 8 Day Other
4/3/2015,Print N Press,DE,Business/Group/Organization,527,1003449,Ratchford for New Castle,Printing and Campaign Materials ,Printing - Brochures,2015 8 Day Other
4/3/2015,Print N Press,DE,Business/Group/Organization,557,1003449,Ratchford for New Castle,Printing and Campaign Materials ,Printing - Yard Signs,2015 8 Day Other
7/1/2015,Best Buy,DE,Business/Group/Organization,58,1002709,Friends of Nicole Poore,Purchase of Equipment,IT - Campaign Computer Equip,2015 Annual
1/24/2015,Staples,DE,Business/Group/Organization,79.98,1000020,Committee To ReElect  Dave McBride,Rent and Other Office expenses,Office Supplies,2015 Annual
2/11/2015,The Flower Place,DE,Business/Group/Organization,72.9,1000020,Committee To ReElect  Dave McBride,Other Expenses,Other,2015 Annual
4/20/2015,Buildings And Trades Council,DE,Business/Group/Organization,200,1000020,Committee To ReElect  Dave McBride,Other Expenses,Other,2015 Annual
4/24/2015,"Arner""s",DE,Business/Group/Organization,162.94,1000020,Committee To ReElect  Dave McBride,Other Expenses,Volunteer Meals,2015 Annual
7/27/2015,Tidewater Utilities,DE,Business/Group/Organization,150,1000020,Committee To ReElect  Dave McBride,Other Expenses,Other,2015 Annual
8/20/2015,Committee to elect David Bentz,DE,Business/Group/Organization,600,1000020,Committee To ReElect  Dave McBride,Contributions,Contribution to Committee,2015 Annual
8/25/2015,Jackie Wilson ,PA,Individual,144.8,1000020,Committee To ReElect  Dave McBride,Other Expenses,Other,2015 Annual
11/7/2015,Comcast,DE,Business/Group/Organization,73.81,1000020,Committee To ReElect  Dave McBride,Other Expenses,Other,2015 Annual
10/7/2015,Comcast,DE,Business/Group/Organization,73.81,1000020,Committee To ReElect  Dave McBride,Other Expenses,Other,2015 Annual
12/3/2015,AMTRAK,DE,Business/Group/Organization,17,1003483,Friends of Kathy McGuiness,Salaries and Other compensation,Staff - Travel,2015 Annual
11/4/2015,Amedia,DE,Business/Group/Organization,1861,1003590,Wright for Wilmington,Other Expenses,Media - Graphic Design,2015 Annual
11/6/2015,Amedia,DE,Business/Group/Organization,250,1003590,Wright for Wilmington,Other Expenses,Media - Graphic Design,2015 Annual
11/19/2015,Amedia,DE,Business/Group/Organization,2373.75,1003590,Wright for Wilmington,Other Expenses,Media - Graphic Design,2015 Annual
11/3/2015,,,Total of Expenditures not exceeding $100,72,1003590,Wright for Wilmington,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
11/5/2015,,,Total of Expenditures not exceeding $100,76.5,1003590,Wright for Wilmington,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
11/9/2015,,,Total of Expenditures not exceeding $100,5,1003590,Wright for Wilmington,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
12/8/2015,,,Total of Expenditures not exceeding $100,5,1003590,Wright for Wilmington,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
8/4/2015,,,Total of Expenditures not exceeding $100,39.94,1003443,Friends for Greg Fuller,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
8/12/2015,Sussex County Democratic Executive Committee,DE,Political Committee,210,1003443,Friends for Greg Fuller,Fund Raiser,Event or Fair Booth Expenses,2015 Annual
8/23/2015,,,Total of Expenditures not exceeding $100,73.51,1003443,Friends for Greg Fuller,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
1/16/2015,Mr James R Startzman Jr ,DE,Self (Candidate),825,1003212,Friends of Jim Startzman,Candidate Loan Payment,,2015 Annual
7/21/2015,US Postal Service,DC,Business/Group/Organization,539,1000457,Gossett for Commissioner,Postage,Postage ,2015 8 Day Other
8/7/2015,Friends OShaughnessy-Coleman  LLC,DE,Candidate Committee,100,1003212,Friends of Jim Startzman,Contributions,Contribution to Committee,2015 Annual
12/31/2015,TD Bank,DE,Business/Group/Organization,96,1003212,Friends of Jim Startzman,Other Expenses,Bank Charges,2015 Annual
5/12/2015,Delaware State News,DE,Business/Group/Organization,1279,2002370,American Council of Engineering Companies of Delaware,Media,Media - Newspaper,2015 Annual
6/10/2015,BlueGoldPAC,DE,Political Action Committee,250,2002370,American Council of Engineering Companies of Delaware,Contributions,Contribution to Committee,2015 Annual
6/12/2015,Delaware Academy of Public Safety & Security,DE,Business/Group/Organization,600,1001317,FRIENDS FOR JOE REDA,Media,Book/Brochure Advertising,2015 Annual
7/7/2015,Committee to Elect John Cartier to NCCo Council,DE,Business/Group/Organization,100,1001317,FRIENDS FOR JOE REDA,Contributions,Contribution to Committee,2015 Annual
7/21/2015,Community Athletic League,DE,Business/Group/Organization,250,1001317,FRIENDS FOR JOE REDA,Media,Book/Brochure Advertising,2015 Annual
9/28/2015,Joseph Reda,DE,Business/Group/Organization,108.97,1001317,FRIENDS FOR JOE REDA,Other Expenses,Other,2015 Annual
5/1/2015,MOT Senior Center,DE,Business/Group/Organization,100,3000638,9th Representative    District Democratic Committee,Other Expenses,Other,2015 Annual
9/3/2015,Bogey's Bar and Grill,DE,Business/Group/Organization,1200,3000638,9th Representative    District Democratic Committee,Fund Raiser,Fundraiser - Food & Beverage,2015 Annual
8/4/2015,US Post Office,DE,Business/Group/Organization,196,3000638,9th Representative    District Democratic Committee,Postage,Postage ,2015 Annual
9/17/2015,C Richard Read ,DE,Individual,122.15,3000638,9th Representative    District Democratic Committee,Postage,Postage ,2015 Annual
2/9/2015,Connie Miller ,DE,Individual,54,3000638,9th Representative    District Democratic Committee,Postage,Postage ,2015 Annual
6/25/2015,Carlene Foraker ,DE,Individual,205,3000638,9th Representative    District Democratic Committee,Other Expenses,Volunteer Meals,2015 Annual
7/16/2015,8th Representative District Democratic Committee,DE,Business/Group/Organization,88.5,3000638,9th Representative    District Democratic Committee,Contributions,Contribution to Committee,2015 Annual
3/3/2015,Staples,DE,Business/Group/Organization,150.82,1000392,Citizens for Bill Bell,Rent and Other Office expenses,Office Supplies,2015 Annual
3/11/2015,Porto Fino Pizza,DE,Business/Group/Organization,41.8,1000392,Citizens for Bill Bell,Other Expenses,Meeting Expenses ,2015 Annual
8/6/2015,Mike Ramone ,DE,Individual,500,1003512,Friends OShaughnessy-Coleman  LLC,In-Kind,Fundraiser - Food & Beverage,2015 30 Day Special
1/23/2015,Robert J. Valihura Jr. ,DE,Self (Candidate),0,1000109,Friends Of Bob Valihura,Candidate Loan Payment,,2015 Annual
1/23/2015,Robert J. Valihura Jr. ,DE,Self (Candidate),0,1000109,Friends Of Bob Valihura,Candidate Loan Payment,,2015 Annual
1/23/2015,Robert J. Valihura Jr. ,DE,Self (Candidate),0,1000109,Friends Of Bob Valihura,Candidate Loan Payment,,2015 Annual
1/23/2015,Robert J. Valihura Jr. ,DE,Self (Candidate),0,1000109,Friends Of Bob Valihura,Candidate Loan Payment,,2015 Annual
1/23/2015,Robert J. Valihura Jr. ,DE,Self (Candidate),0,1000109,Friends Of Bob Valihura,Candidate Loan Payment,,2015 Annual
1/23/2015,Robert J. Valihura Jr. ,DE,Self (Candidate),0,1000109,Friends Of Bob Valihura,Candidate Loan Payment,,2015 Annual
1/23/2015,Robert J. Valihura Jr. ,DE,Self (Candidate),0,1000109,Friends Of Bob Valihura,Candidate Loan Payment,,2015 Annual
1/23/2015,Robert J. Valihura Jr. ,DE,Self (Candidate),0,1000109,Friends Of Bob Valihura,Candidate Loan Payment,,2015 Annual
6/23/2015,Techno Goober,DE,Business/Group/Organization,300,1002091,Friends for Ruth Briggs King,Media,Media - Website Development,2015 Annual
8/24/2015,,,Total of Expenditures not exceeding $100,35.94,1003443,Friends for Greg Fuller,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
1/23/2015,Gary Hutt ,DE,Self (Candidate),0,1002653,Friends of Gary Hutt,Candidate Loan Payment,,2015 Annual
1/23/2015,Gary Hutt ,DE,Self (Candidate),0,1002653,Friends of Gary Hutt,Candidate Loan Payment,,2015 Annual
1/23/2015,Gary Hutt ,DE,Self (Candidate),0,1002653,Friends of Gary Hutt,Candidate Loan Payment,,2015 Annual
1/23/2015,Gary Hutt ,DE,Self (Candidate),0,1002653,Friends of Gary Hutt,Candidate Loan Payment,,2015 Annual
1/23/2015,Gary Hutt ,DE,Self (Candidate),0,1002653,Friends of Gary Hutt,Candidate Loan Payment,,2015 Annual
1/23/2015,Gary Hutt ,DE,Self (Candidate),0,1002653,Friends of Gary Hutt,Candidate Loan Payment,,2015 Annual
10/6/2015,Carson  Bill ,DE,Individual,12,3000631,Kent County Democrat Committee,In-Kind,Fundraiser - Auction Item,2015 Annual
6/11/2015,Democratic State Committee,DE,Political Committee,8402.75,2002064,Leadership to Advance Delaware PAC,Contributions,Contribution to Committee,2015 Annual
6/19/2015,Mr. Richard J Perry Jr. ,DE,Individual,120,1003485,Richard Perry for Rehoboth Beach Commissioner  Inc.,Printing and Campaign Materials ,Printing - Brochures,2015 30 Day Other
6/27/2015,Dr. Nancy Mondero ,DE,Individual,226,1003485,Richard Perry for Rehoboth Beach Commissioner  Inc.,In-Kind,Fundraiser - Food & Beverage,2015 30 Day Other
7/8/2015,Richard Perry for Rehoboth Beach Commissioner  Inc.,DE,Candidate Committee,3134.01,1003485,Richard Perry for Rehoboth Beach Commissioner  Inc.,Direct Mailing by Mail House (R),Mailing Service,2015 30 Day Other
7/8/2015,Mr. Richard J Perry ,DE,Individual,1137.5,1003485,Richard Perry for Rehoboth Beach Commissioner  Inc.,Postage,Mailing Service,2015 30 Day Other
7/30/2015,Alpaca Signs,DE,Business/Group/Organization,2150,1003512,Friends OShaughnessy-Coleman  LLC,Printing and Campaign Materials ,Printing - Yard Signs,2015 30 Day Special
7/30/2015,National 5&10 Stores,DE,Business/Group/Organization,500,1003512,Friends OShaughnessy-Coleman  LLC,Printing and Campaign Materials ,Printing Give away items (buttons bumper stickers t-shirts),2015 30 Day Special
8/6/2015,,,Total of Expenditures not exceeding $100,20,1003512,Friends OShaughnessy-Coleman  LLC,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 30 Day Special
8/11/2015,,,Total of Expenditures not exceeding $100,20,1003512,Friends OShaughnessy-Coleman  LLC,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 30 Day Special
8/3/2015,,,Total of Expenditures not exceeding $100,25,1003512,Friends OShaughnessy-Coleman  LLC,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 30 Day Special
8/13/2015,,,Total of Expenditures not exceeding $100,32.65,1003512,Friends OShaughnessy-Coleman  LLC,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 30 Day Special
8/7/2015,MoreMargin,TX,Business/Group/Organization,56.45,1003512,Friends OShaughnessy-Coleman  LLC,Media,Media - Phones / Robo calls,2015 30 Day Special
8/13/2015,"Pat""s Pizzeria",DE,Business/Group/Organization,19.07,1003512,Friends OShaughnessy-Coleman  LLC,Other Expenses,Volunteer Meals,2015 30 Day Special
10/6/2015,Ms. Loretta Wooten ,DE,Individual,5,3000631,Kent County Democrat Committee,In-Kind,Fundraiser - Auction Item,2015 Annual
10/6/2015,Brad Eaby for Lt. Governor,DE,Candidate Committee,66,3000631,Kent County Democrat Committee,In-Kind,Fundraiser - Auction Item,2015 Annual
10/6/2015,Bushweller  Brian ,DE,Individual,15,3000631,Kent County Democrat Committee,In-Kind,Fundraiser - Auction Item,2015 Annual
9/30/2015,BB&T,VA,Business/Group/Organization,7.5,2001874,GoPAC Delaware 2008,Other Expenses,Bank Charges,2015 Annual
6/4/2015,,,Total of Expenditures not exceeding $100,231.94,2002728,Founders Political Action Committee,Total of Expenditures not exceeding $100,Total of Expenditures not exceeding $100,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/28/2015,chipman flowers jr. ,DE,Self (Candidate),0,1002085,Flowers for Treasurer,Candidate Loan Payment,,2015 Annual
4/16/2015,Hans 2016 LLC,DE,Out-of-State or Federal Committee,803.25,1002220,Speed for Levy Court,Contributions,Contribution to federal committee,2015 Annual
2/23/2015,Lewes Yacht Club,DE,Business/Group/Organization,2668,3003351,Eastern Sussex Republican Club,Fund Raiser,Fundraiser - Food & Beverage,2015 Annual
2/26/2015,Jan Stevenson ,DE,Individual,100,3003351,Eastern Sussex Republican Club,Field Expenses ,Other,2015 Annual
3/23/2015,Hampton Inn,DE,Business/Group/Organization,75,3003351,Eastern Sussex Republican Club,Field Expenses ,Meeting Expenses ,2015 Annual
4/27/2015,Hampton Inn,DE,Business/Group/Organization,75,3003351,Eastern Sussex Republican Club,Field Expenses ,Meeting Expenses ,2015 Annual
5/18/2015,Hampton Inn,DE,Business/Group/Organization,75,3003351,Eastern Sussex Republican Club,Field Expenses ,Meeting Expenses ,2015 Annual
6/22/2015,Hampton Inn,DE,Business/Group/Organization,75,3003351,Eastern Sussex Republican Club,Field Expenses ,Meeting Expenses ,2015 Annual
1/15/2015,Bradley Glazier ,DE,Individual,100,1003197,The Denn Campaign AG,In-Kind,Event or Fair Booth Expenses,2015 Annual
12/28/2015,Banner.com  Vision of Lakes Area GraphiX and Sign WorX,MN,Business/Group/Organization,62.57,1003530,Delcollo for Delaware LLC,Media,Billboards / Outdoor Advertising,2015 Annual
12/28/2015,PayPal  Inc.,CA,Business/Group/Organization,4.65,1003530,Delcollo for Delaware LLC,Other Expenses,Credit Card Service Processing Charges,2015 Annual
12/28/2015,PayPal  Inc.,CA,Business/Group/Organization,6.1,1003530,Delcollo for Delaware LLC,Other Expenses,Credit Card Service Processing Charges,2015 Annual
12/28/2015,PayPal  Inc.,CA,Business/Group/Organization,1.75,1003530,Delcollo for Delaware LLC,Other Expenses,Credit Card Service Processing Charges,2015 Annual
12/29/2015,PayPal  Inc.,CA,Business/Group/Organization,1.75,1003530,Delcollo for Delaware LLC,Other Expenses,Credit Card Service Processing Charges,2015 Annual
12/29/2015,Vistaprint USA  Inc.,MA,Business/Group/Organization,102.47,1003530,Delcollo for Delaware LLC,Printing and Campaign Materials ,Printing - Brochures,2015 Annual
